dataset_group,file_name,structure_name,metal_guess,redox_state_guess,monomer_guess,ts_label_guess,atom_index,element,atom_role,notes,x,y,z
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,41,N,donor_N,,-1.911021,-0.118206,-1.208407
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,42,N,donor_N,,1.459697,0.159425,1.09556
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,1,C,ferrocene_C,,-2.377392,2.10631,-0.033835
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,2,C,ferrocene_C,,-1.769414,1.302994,-1.057014
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,3,C,ferrocene_C,,-1.107778,2.179677,-1.979582
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,4,C,ferrocene_C,,-1.369458,3.526535,-1.565376
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,5,C,ferrocene_C,,-2.148065,3.480664,-0.362876
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,7,C,ferrocene_C,,0.433265,2.405459,1.766045
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,8,C,ferrocene_C,,1.162638,1.541806,0.879072
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,9,C,ferrocene_C,,1.652699,2.332397,-0.213379
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,10,C,ferrocene_C,,1.285875,3.692897,0.034356
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,11,C,ferrocene_C,,0.526122,3.738427,1.249185
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,6,Fe,ferrocene_Fe,,-0.373372,2.541573,-0.110289
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,46,Ti,metal_center,,0.145739,-1.112614,-0.394302
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,14,O,phenoxy_O,,1.728338,-2.190936,-0.052953
catalysts,Ti-salfan-star-red.out,Ti-salfan-star-red,Ti,red,,,21,O,phenoxy_O,,-1.060094,-1.023875,1.13226
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,2,O,alkoxide_O,,0.651791,-0.148857,1.677923
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,28,O,alkoxide_O,,-0.651556,-0.15052,-1.676311
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,4,N,donor_N,,1.735404,0.825149,-0.626956
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,30,N,donor_N,,-1.736171,0.824225,0.627717
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,5,C,ferrocene_C,,1.486126,2.173311,-0.889004
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,6,C,ferrocene_C,,2.065212,3.303721,-0.218686
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,8,C,ferrocene_C,,1.511078,4.489639,-0.790105
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,10,C,ferrocene_C,,0.580505,4.102694,-1.804683
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,12,C,ferrocene_C,,0.528785,2.671725,-1.847619
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,31,C,ferrocene_C,,-1.488141,2.172729,0.889229
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,32,C,ferrocene_C,,-2.068055,3.302264,0.218149
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,34,C,ferrocene_C,,-1.514874,4.488972,0.78885
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,36,C,ferrocene_C,,-0.584103,4.103385,1.803762
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,38,C,ferrocene_C,,-0.53132,2.672493,1.847644
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,1,Fe,ferrocene_Fe,,-0.001442,3.326646,-0.000209
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,54,Ti,metal_center,,8.6e-05,-0.534589,0.000936
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,3,O,phenoxy_O,,1.320423,-1.872692,-0.326007
catalysts,Ti-salfen-ox.out,Ti-salfen-ox,Ti,ox,,,29,O,phenoxy_O,,-1.31911,-1.873354,0.329185
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,2,O,alkoxide_O,,-0.817184,-0.316003,-1.76546
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,28,O,alkoxide_O,,0.692042,-0.597115,1.574383
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,4,N,donor_N,,-1.47469,0.879592,0.634097
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,30,N,donor_N,,1.712626,0.790409,-0.696734
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,5,C,ferrocene_C,,-1.083783,2.177979,1.005705
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,6,C,ferrocene_C,,-1.704268,3.424526,0.626331
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,8,C,ferrocene_C,,-0.953638,4.486466,1.22431
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,10,C,ferrocene_C,,0.122463,3.906516,1.972616
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,12,C,ferrocene_C,,0.056747,2.483541,1.832206
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,31,C,ferrocene_C,,1.476955,2.138361,-1.020514
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,32,C,ferrocene_C,,2.190502,3.298452,-0.54001
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,34,C,ferrocene_C,,1.553515,4.459886,-1.083391
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,36,C,ferrocene_C,,0.458189,4.02835,-1.899826
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,38,C,ferrocene_C,,0.401472,2.599906,-1.859933
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,1,Fe,ferrocene_Fe,,0.23925,3.341027,0.016553
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,54,Ti,metal_center,,0.036551,-0.647737,-0.166427
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,3,O,phenoxy_O,,-1.330958,-1.888076,0.37518
catalysts,Ti-salfen-red.out,Ti-salfen-red,Ti,red,,,29,O,phenoxy_O,,1.322518,-1.915283,-0.761344
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,12,O,alkoxide_O,,-0.304173,-2.827268,2.329611
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,28,O,alkoxide_O,,-0.957257,-0.052807,1.842979
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,41,S,donor_S,,2.042774,-0.502572,1.542412
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,42,S,donor_S,,-0.820077,0.116971,-1.35589
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,1,C,ferrocene_C,,2.784253,2.095462,0.56032
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,2,C,ferrocene_C,,2.004857,1.24568,1.412554
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,3,C,ferrocene_C,,1.216027,2.070587,2.275539
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,4,C,ferrocene_C,,1.573661,3.432863,2.020021
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,5,C,ferrocene_C,,2.544391,3.449354,0.965885
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,7,C,ferrocene_C,,0.390184,2.629079,-1.708941
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,8,C,ferrocene_C,,-0.592533,1.816755,-1.04706
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,9,C,ferrocene_C,,-1.234096,2.610411,-0.037752
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,10,C,ferrocene_C,,-0.708566,3.935466,-0.135939
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,11,C,ferrocene_C,,0.294166,3.948062,-1.16092
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,6,Fe,ferrocene_Fe,,0.808099,2.630141,0.305711
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,46,Ti,metal_center,,-0.429015,-1.622992,1.027129
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,14,O,phenoxy_O,,-2.101012,-2.01196,0.225158
catalysts,Ti-thiolfan-star-ox.out,Ti-thiolfan-star-ox,Ti,ox,,,21,O,phenoxy_O,,0.774514,-2.260456,-0.278859
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,12,O,alkoxide_O,,-0.511889,-2.439998,2.7605
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,28,O,alkoxide_O,,-0.671057,0.352512,2.30917
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,41,S,donor_S,,2.012142,-0.552715,1.377404
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,42,S,donor_S,,-0.636906,0.116054,-0.987989
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,1,C,ferrocene_C,,3.068757,1.785767,0.013233
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,2,C,ferrocene_C,,2.27688,1.164568,1.04089
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,3,C,ferrocene_C,,1.887061,2.175324,1.983976
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,4,C,ferrocene_C,,2.459276,3.415672,1.553168
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,5,C,ferrocene_C,,3.186815,3.176854,0.340903
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,7,C,ferrocene_C,,0.442076,2.615188,-1.755264
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,8,C,ferrocene_C,,-0.34887,1.845592,-0.831615
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,9,C,ferrocene_C,,-0.787101,2.713567,0.226912
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,10,C,ferrocene_C,,-0.276149,4.019807,-0.053376
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,11,C,ferrocene_C,,0.487408,3.958796,-1.267444
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,6,Fe,ferrocene_Fe,,1.237435,2.659175,0.116931
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,46,Ti,metal_center,,-0.575774,-1.262155,1.39155
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,14,O,phenoxy_O,,-2.373084,-1.396924,0.852763
catalysts,Ti-thiolfan-star-red.out,Ti-thiolfan-star-red,Ti,red,,,21,O,phenoxy_O,,0.298658,-2.430312,0.110633
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,23,O,alkoxide_O,,-0.381584,0.720426,2.419746
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,3,N,donor_N,,1.891131,-0.579036,-0.006941
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,25,N,donor_N,,-1.71526,-0.505264,-0.445548
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,47,P,donor_P,,3.392851,0.035922,0.052812
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,48,P,donor_P,,-3.285021,-0.113844,-0.306024
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,4,C,ferrocene_C,,1.648587,-1.906154,0.420837
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,5,C,ferrocene_C,,2.110835,-3.138822,-0.172842
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,7,C,ferrocene_C,,1.528287,-4.230521,0.547819
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,9,C,ferrocene_C,,0.691256,-3.690665,1.579141
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,11,C,ferrocene_C,,0.769318,-2.262702,1.510611
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,26,C,ferrocene_C,,-1.439412,-1.825926,-0.870583
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,27,C,ferrocene_C,,-1.931237,-3.080597,-0.333479
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,29,C,ferrocene_C,,-1.373564,-4.147046,-1.112082
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,31,C,ferrocene_C,,-0.518648,-3.571417,-2.109691
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,33,C,ferrocene_C,,-0.564083,-2.148171,-1.964375
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,1,Fe,ferrocene_Fe,,0.08727,-3.030108,-0.245025
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,107,Y,metal_center,,0.013052,0.918494,0.40206
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,2,O,phenoxy_O,,1.65286,2.330932,0.053785
catalysts,Y-phosphen-red.out,Y-phosphen-red,Y,red,,,24,O,phenoxy_O,,-1.379788,2.424042,-0.416199
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,25,O,alkoxide_O,,0.540111,-0.25733,2.556446
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,3,N,donor_N,,-1.984413,0.68963,0.542014
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,27,N,donor_N,,1.556796,0.856489,-0.742078
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,4,C,ferrocene_C,,-1.811485,2.052555,0.805856
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,5,C,ferrocene_C,,-2.471747,3.175682,0.194118
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,7,C,ferrocene_C,,-1.870389,4.367484,0.703391
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,9,C,ferrocene_C,,-0.838156,3.996526,1.619776
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,11,C,ferrocene_C,,-0.775356,2.569687,1.675123
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,28,C,ferrocene_C,,1.053591,2.111504,-1.127328
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,29,C,ferrocene_C,,1.532761,3.412159,-0.745641
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,31,C,ferrocene_C,,0.735152,4.389628,-1.415083
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,33,C,ferrocene_C,,-0.241361,3.707644,-2.205904
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,35,C,ferrocene_C,,-0.075321,2.299083,-2.010543
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,1,Fe,ferrocene_Fe,,-0.459987,3.184996,-0.235423
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,65,Y,metal_center,,0.126099,-0.621585,0.608084
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,2,O,phenoxy_O,,-1.420567,-2.03404,-0.007633
catalysts,Y-salfen-ox.out,Y-salfen-ox,Y,ox,,,26,O,phenoxy_O,,1.841511,-1.878151,0.033148
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,25,O,alkoxide_O,,0.504448,-0.448375,2.542663
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,3,N,donor_N,,-1.917449,0.690887,0.602645
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,27,N,donor_N,,1.545225,0.82304,-0.754771
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,4,C,ferrocene_C,,-1.673505,2.042072,0.899423
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,5,C,ferrocene_C,,-2.351011,3.213668,0.39583
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,7,C,ferrocene_C,,-1.648525,4.364515,0.879188
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,9,C,ferrocene_C,,-0.543751,3.915999,1.674503
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,11,C,ferrocene_C,,-0.550876,2.486792,1.688725
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,28,C,ferrocene_C,,0.99675,2.052072,-1.177653
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,29,C,ferrocene_C,,1.487579,3.384991,-0.926648
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,31,C,ferrocene_C,,0.604669,4.306892,-1.57559
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,33,C,ferrocene_C,,-0.430682,3.555281,-2.222541
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,35,C,ferrocene_C,,-0.199082,2.165221,-1.970763
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,1,Fe,ferrocene_Fe,,-0.416985,3.16487,-0.224085
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,65,Y,metal_center,,0.136998,-0.719449,0.549493
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,2,O,phenoxy_O,,-1.458127,-2.008104,-0.14046
catalysts,Y-salfen-red.out,Y-salfen-red,Y,red,,,26,O,phenoxy_O,,1.863534,-1.921771,-0.046817
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,14,O,alkoxide_O,,-0.606899,-2.758526,-2.227155
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,32,O,alkoxide_O,,0.291021,-2.65932,0.688063
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,12,N,donor_N,,-0.458099,0.147112,1.245709
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,13,N,donor_N,,1.81916,-1.025533,-1.517025
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,1,C,ferrocene_C,,3.757301,0.223677,-0.423865
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,2,C,ferrocene_C,,2.880887,-0.898359,-0.584893
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,3,C,ferrocene_C,,3.207364,-1.867741,0.418768
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,4,C,ferrocene_C,,4.326795,-1.37041,1.159777
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,5,C,ferrocene_C,,4.661891,-0.078815,0.644517
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,7,C,ferrocene_C,,1.58873,1.567309,1.720715
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,8,C,ferrocene_C,,0.759181,0.408305,1.902332
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,9,C,ferrocene_C,,1.380354,-0.444487,2.866129
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,10,C,ferrocene_C,,2.54827,0.226997,3.354165
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,11,C,ferrocene_C,,2.675744,1.469386,2.653408
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,6,Fe,ferrocene_Fe,,2.7469,-0.082844,1.347636
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,74,Zr,metal_center,,-0.57152,-1.539321,-0.722382
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,16,O,phenoxy_O,,-2.519877,-1.541319,-0.11767
catalysts,Zr-salfan-H2-ox.out,Zr-salfan-H2-ox,Zr,ox,,,24,O,phenoxy_O,,-0.74783,0.330716,-1.597744
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,14,O,alkoxide_O,,0.559846,-2.521997,2.551217
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,32,O,alkoxide_O,,-0.345068,-2.974841,-0.347669
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,12,N,donor_N,,0.297124,-0.012187,-1.144319
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,13,N,donor_N,,-1.748903,-0.868844,1.615574
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,1,C,ferrocene_C,,-3.783733,0.328706,0.577413
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,2,C,ferrocene_C,,-2.860536,-0.764308,0.71154
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,3,C,ferrocene_C,,-3.267476,-1.808402,-0.183762
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,4,C,ferrocene_C,,-4.442865,-1.36215,-0.869807
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,5,C,ferrocene_C,,-4.758239,-0.0446,-0.404629
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,7,C,ferrocene_C,,-1.69325,1.515089,-1.607531
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,8,C,ferrocene_C,,-0.959299,0.2922,-1.759887
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,9,C,ferrocene_C,,-1.629037,-0.520724,-2.732922
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,10,C,ferrocene_C,,-2.76973,0.211815,-3.200932
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,11,C,ferrocene_C,,-2.811537,1.464574,-2.504387
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,6,Fe,ferrocene_Fe,,-2.88724,-0.084054,-1.196068
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,74,Zr,metal_center,,0.492569,-1.589768,0.800559
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,16,O,phenoxy_O,,2.394619,-1.707508,0.086492
catalysts,Zr-salfan-H2-red.out,Zr-salfan-H2-red,Zr,red,,,24,O,phenoxy_O,,0.959921,0.280141,1.649473
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,26,O,alkoxide_O,,-3.270083,-1.052391,1.916775
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,62,O,alkoxide_O,,-3.758622,-2.027125,-1.081911
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,39,N,donor_N,,1.643222,-1.178759,1.030448
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,40,N,donor_N,,0.241766,1.921488,-1.102117
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,1,C,ferrocene_C,,3.960907,-0.420704,0.410591
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,2,C,ferrocene_C,,2.73279,-0.364818,1.157827
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,3,C,ferrocene_C,,2.793085,0.805349,2.0014
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,4,C,ferrocene_C,,4.107444,1.364271,1.88176
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,5,C,ferrocene_C,,4.823266,0.611191,0.899979
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,7,C,ferrocene_C,,2.596972,1.635914,-1.878028
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,8,C,ferrocene_C,,1.562019,2.27571,-1.101939
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,9,C,ferrocene_C,,2.19637,3.254474,-0.259353
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,10,C,ferrocene_C,,3.578768,3.32012,-0.62186
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,11,C,ferrocene_C,,3.826215,2.327742,-1.620792
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,6,Fe,ferrocene_Fe,,3.15314,1.453556,0.086997
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,44,Zr,metal_center,,-2.543523,-1.164815,0.135986
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,12,O,phenoxy_O,,-2.044541,0.646447,-0.562139
catalysts,Zr-salfan-H2-star-ox.out,Zr-salfan-H2-star-ox,Zr,ox,,,19,O,phenoxy_O,,-0.763513,-2.055532,0.266542
catalysts,Zr-salfan-H2-star-red.out,Zr-salfan-H2-star-red,Zr,red,,,12,O,alkoxide_O,,0.852282,-2.598239,1.913799
catalysts,Zr-salfan-H2-star-red.out,Zr-salfan-H2-star-red,Zr,red,,,28,O,alkoxide_O,,-0.723909,0.010033,2.506146
catalysts,Zr-salfan-H2-star-red.out,Zr-salfan-H2-star-red,Zr,red,,,41,N,donor_N,,1.957203,0.095243,0.940414
catalysts,Zr-salfan-H2-star-red.out,Zr-salfan-H2-star-red,Zr,red,,,42,N,donor_N,,-1.319772,0.16333,-0.699188
catalysts,Zr-salfan-H2-star-red.out,Zr-salfan-H2-star-red,Zr,red,,,1,C,ferrocene_C,,2.375626,2.252531,-0.383214
catalysts,Zr-salfan-H2-star-red.out,Zr-salfan-H2-star-red,Zr,red,,,2,C,ferrocene_C,,1.888568,1.521513,0.748739
catalysts,Zr-salfan-H2-star-red.out,Zr-salfan-H2-star-red,Zr,red,,,3,C,ferrocene_C,,1.396108,2.45401,1.717586
